SubjectID,IPAddress,empty,duplicate,StartDate,EndDate,testruns,powcond,emptyappraisals,prime_prob,hp_exp,lp_exp,emocond,happy,symp,angry,comp,sad,interest,mad,anxious,proud,down,worried,frustrated,ohappy,oangry,osad,ointerest,omad,oanxious,oproud,odown,oworried,ofrust,pleas,tresp,oresp,sresp,tpow,opow,noonepow,sitpow,immoral,age,gender,female,income,education,black,mideast,asian,white,latino,natam,pacisl,other,other_specify,other_tell,sim_hit,comments,suspicion
R_WBeiQYDAjENfiM1,98.30.151.53,0,0,7/14/15 7:48,7/14/15 7:57,0,1,0,0,I have three children ages 11; 13; 15.  I have power over them on a daily basis.  I always control their wants and have the ability to grant those wants or deny them.,,-1,22,94,77,77,98,33,76,30,22,87,92,45,0,98,98,54,98,98,48,98,98,97,0,34,15,60,26,22,67,74,10,45,female,female,5,6,0,0,0,1,0,0,0,0,,no,no,0,0
R_3Mg4NRh8XlXWPxq,54.148.44.119,0,1,8/13/15 19:40,8/13/15 19:47,0,1,0,0,"Prior to marrying my husband I was a manager at our local Family Dollar.  I was in ""power"" over all the employees in the store.  I loved being in charge; I got excellent yearly reviews; I was happy in my position and I had a great staff (and a very low turn over rate).  I ultimately resigned from my position to focus on school and taking care of my family. ",,1,22,93,55,76,8,91,62,2,38,15,15,48,1,100,58,45,100,65,28,83,84,99,4,5,83,5,19,82,12,7,96,28,Female,female,6,3,0,0,0,1,0,0,0,0,,I thought it was very interesting,No,0,0
R_3kh9vAqal8oyWmc,67.187.65.41,0,0,7/14/15 7:37,7/14/15 7:43,0,1,0,0,At my last job I was usually asked to help my co-workers out with managing their pending work; since I was well organized and always stayed on top of mine. My manager asked me to work with another person in the office since she was struggling; and then to report back with how she was doing. I saw with my co-worker and watched her usual processes and then gave tips and suggestions for improvements. Afterwards I told my manager how it went; and what I thought. Turned out that they were thinking about releasing her since she wasn't performing well; and I had some input into that decision.,,-1,25,67,0,62,42,43,14,16,0,32,0,24,0,26,98,10,26,42,0,85,42,59,0,7,26,88,43,26,70,83,5,29,Female,female,2,5,0,0,0,1,0,0,0,0,,Thank you!,No,0,0
R_27EDvmR3LEDsEGP,99.7.77.142,0,0,7/14/15 7:34,7/14/15 7:40,0,1,0,0,Recently; my daughter was misbehaving and I have some type of power over her since she is only 2. After said incident; she wanted ice cream. I said no. I didnt feel bad. She was misbehaving and I dont reward bad behavior.,,1,28,52,54,47,51,48,69,47,53,47,49,66,53,52,53,52,53,52,53,52,52,53,62,35,50,55,45,52,45,54,46,24,Female,female,2,5,1,0,0,0,0,0,0,0,,No,No.,0,0
R_12fDg51kFn6yM3c,172.13.165.147,0,0,8/13/15 19:10,8/13/15 19:14,0,1,0,0,I babysit two older children; so I have power over them. I particularly notice this when they argue over what to watch on tv. I can control the tv with my phone; and i keep it paused until they stop. ,,-1,29,77,86,85,94,65,65,53,15,18,60,42,4,94,98,38,67,46,4,70,91,70,3,53,55,87,56,62,27,16,59,31,female,female,2,4,0,0,0,1,0,0,0,0,,,no,0,0
R_2YqTTCvgrRFlOke,73.23.153.157,0,0,7/14/15 8:09,7/14/15 8:19,0,1,0,1,a time when someone had power over mer was when I was being evaluated by my supervisor at work and if I did well on my evaluation I would receive a bonus increase. If I did poorly I would not receive anything. In this situation my supervisor was powerful and had power over me. Her decision will affect my future and my potential bonus.,,-1,32,53,45,70,49,56,25,51,50,29,47,38,38,64,44,66,57,15,25,29,72,46,36,59,72,33,70,70,68,28,28,50,female,female,3,5,0,0,0,1,0,0,0,0,,nothing else,10,0,0
R_1in5xmMDoKaIQCG,24.163.103.126,0,0,8/13/15 19:34,8/13/15 19:38,0,1,0,0,"I had an undergraduate student I was supervising and was in charge of her training; work schedule; assignments; etc.  It was fun to have a ""minion"" and we worked really well together; it didn't really feel like a power situation.  ",,1,49,78,66,83,59,77,37,18,19,58,13,36,5,98,55,9,96,51,12,81,56,100,6,73,76,19,72,92,5,2,60,28,Female,female,5,6,0,0,0,1,0,0,0,0,,no,no,0,0
R_2EgIxRX8bWfIb9e,50.81.174.104,0,0,8/13/15 20:07,8/13/15 20:14,0,-1,0,0,,I think someone had the power over me when I went to an interview. The hiring manger had power over if I could get the job that I wanted. I was so nervous and I could not stop over thinking making sure that I said and did everything I could to get the job.,1,53,51,50,52,52,54,55,52,53,48,52,51,48,34,39,42,51,52,53,43,44,32,61,39,61,42,58,42,61,40,62,25,female,female,2,3,1,0,0,0,0,0,0,0,,no,yes,0,0
R_eEZb5LXgEI76pxv,104.129.194.60,0,0,8/13/15 19:16,8/13/15 19:23,0,-1,0,0,,When working as a customer service telephone associate my supervisor had to grade my performance. I was evaluating on how professional I spoke to callers; if I was accurate in providing them information; as well if I was empathetic to the callers situations and emotions. ,1,55,95,100,100,88,100,81,88,25,51,51,81,14,100,89,89,100,75,22,100,79,100,18,75,58,18,88,63,7,13,100,28,Female,female,3,3,1,0,0,0,0,0,0,0,,No; it was a good story the researchers came up with.,no,0,0
R_3nVtCg7MaCgYIaW,96.251.123.74,0,0,8/13/15 19:26,8/13/15 19:38,0,-1,0,0,,someone had power of me in my last relationship. it was very bad and i felt terrible. i was trapped and didnt know what to do,-1,63,40,55,47,50,65,44,46,43,27,56,50,69,51,45,23,77,32,52,45,63,58,37,47,64,56,42,43,70,50,67,24,female,female,1,3,0,0,0,1,0,0,0,0,,,,0,0
R_2xWahIa1kFHVcYW,174.28.55.193,0,0,7/14/15 7:28,7/14/15 7:33,0,1,0,0,I had power over an employee when I was a customer service manager. They wanted a raise but hadn't been coming into work on time. I didn't give them the raise. I felt bad but had to do my job.,,1,67,65,12,65,20,54,11,23,41,21,26,30,8,62,64,14,64,76,12,53,92,60,18,19,74,38,38,73,17,19,68,39,female,female,6,3,0,0,0,1,0,0,0,0,,no,no,0,0
R_stfRzmakp38KUed,71.94.240.60,0,1,8/13/15 19:30,8/13/15 19:47,0,1,0,0,A time I had power over someone else was when I was in charge of a class project at school. I was told to be the leader since I was a very good student to begin with.  I told everyone to put in what they have to say; otherwise we would be doing it my way. We ended u[ getting the highest grade in our class and the teacher used our work as an example of how to do the project.  I was very happy; and so was everyone else. ,,1,88,100,0,76,0,100,0,17,100,15,0,0,76,0,0,58,0,0,22,0,0,0,100,69,34,25,85,98,65,25,0,45,female,female,2,3,1,0,0,0,0,0,0,0,,no,no,0,0
R_1NmKGxxtfAYuE56,71.94.240.60,0,0,7/9/15 23:07,7/9/15 23:15,0,1,0,0,This happened when I was in a college English course several years ago. We were told that we needed to write a poem consisting of time. It had to rhyme; and it was due at the end of that week. They wanted to do a ghost story which was very stupid; and I came up with an idea. I said to do a poem about time; consisting of time references. We ended up getting the best grade in the class becasue of me.,,NA,100,0,0,18,0,100,0,0,100,0,0,1,21,0,8,100,0,0,49,14,0,0,100,100,19,65,40,62,50,50,50,45,female,female,2,3,1,0,0,1,0,0,0,0,,no,no,0,0
R_vMGbGe0uaNNAHSN,98.17.100.92,0,0,7/14/15 7:27,7/14/15 7:35,0,1,0,0,I used to be a manager in a very small office. I had one person who was chronically late and left early. I had to sit her down and explain to her any other employer would have terminated her already. I also explained how important her job role was to the success of the company and if she wasn't there to do her job the company would fail. I hated that role!,,1,0,83,50,83,0,50,48,0,0,0,0,0,0,88,80,0,89,0,0,51,0,97,0,50,53,0,50,62,32,30,78,36,Female ,female,1,5,0,0,0,1,0,0,0,0,,No,No,0,0
R_s6IDWl59XPnYwud,184.0.138.82,0,0,7/14/15 7:32,7/14/15 7:39,0,-1,0,0,,My husband and I took a short holiday over Thanksgiving with our young daughter. We went to the beach which should have been a nice relaxing 4 days. However; the day before we left I slipped and fell twisting my back and pinching a nerve. What should have been a relaxing mini-holiday turned out to be a painful; frustrating; stressful 4 days.,-1,0,76,0,79,76,77,0,0,0,0,0,0,0,78,100,100,71,0,0,100,0,72,50,50,100,0,100,0,89,91,0,38,Female ,female,4,5,0,0,0,1,0,0,0,0,,No,No,0,0
R_3GfvpOdJ94Q0Ig9,71.221.226.253,0,0,7/14/15 8:40,7/14/15 8:48,0,-1,0,0,,A time someone had control over me was at my old job. My immediate supervisor was in complete control over me and normally I respect those in that position but not this time. This person took advantage of being in control of me and I was forced to help customers while she sat on Facebook. I did not mind doing my work at all; but did not appreciate being controlled by this person who felt she was in so much power she didn't have to do her job and was entitled to sit on Facebook for hours a day. This just made me very bitter towards her as a supervisor and question why she was in such a position.,-1,0,100,66,0,100,29,0,0,0,0,99,0,0,62,100,0,65,30,0,100,0,100,0,0,0,100,0,0,100,100,0,28,Female ,female,1,6,0,0,0,1,0,0,0,0,,No,No,0,0
R_3PgEVqkFzcG6Mqf,72.218.214.102,0,0,7/14/15 7:30,7/14/15 7:34,0,1,0,1,It is with extreme disgust that I write this letter and say what will indisputably be considered querulous by some of my peers. Nonetheless; it must be stated that it is not my goal to detach people from their morally established systems of belief; but the opposite. Let's review the errors in power's statements in order. First; presumptuous drunks do not deserve the assistance they receive from society. I would like to close by saying that I have an inveterate hatred of power.,,-1,0,0,0,0,1,0,42,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,14,50,50,50,50,50,50,50,50,21,M,male,3,5,1,0,0,0,0,0,0,0,,,,0,0
R_8iA6x9uKjXMie53,66.232.197.124,0,0,7/9/15 22:37,7/9/15 22:40,0,NA,0,0,,,1,0,40,7,15,9,0,10,0,0,0,0,46,0,72,37,0,72,0,0,33,0,54,5,56,58,27,64,64,4,9,68,27,M,male,3,6,0,0,0,1,0,0,0,0,,,no,0,0
R_ZK8tE9WHjwHFj9v,72.218.214.102,0,1,8/13/15 19:06,8/13/15 19:11,0,-1,0,0,,I've got a beef with power. Here's a quick review: Power and its shills have put in place the largest and most effective blacklist in the history of our country. The purpose of this blacklist is to rid various strategic organizations of power's competitors and any other independent-minded people who might interfere with power's designs. While such activities are merely the first step towards spitting on sacred icons; it's irrelevant that my allegations are 100% true. Power distrusts my information and arguments and will forever maintain its current opinions. I suppose that's all I have to say in this letter. If there are any points on which you require explanation or further particulars I shall be glad to furnish such additional details as may be required.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,82,0,0,85,0,0,0,0,0,28,65,95,25,22,77,29,35,100,25,M,male,4,5,0,0,0,1,0,0,0,0,,,,0,0
R_XYRpQI1UtAkaLo5,189.188.18.208,0,0,7/14/15 7:26,7/14/15 7:36,0,1,0,0,I was ion charge of distributing some food items to a couple of people and had the discretion of dividing the food items the way I wished as long as everyone received at leasat something. I ended up giving more food to the poeple I liked more and less to others; I was fair in my distribution but I obviously favored some people more.,,1,1,98,0,88,90,55,0,1,1,0,55,1,0,99,95,2,91,2,0,73,4,100,0,33,95,2,11,81,0,1,99,30,M,male,3,5,1,0,0,0,0,0,0,0,,,,0,0
R_aV30dtkFaJcmpH3,208.71.235.4,0,0,7/9/15 22:37,7/9/15 22:52,0,-1,0,0,,Thought I had a great job. Teaching middle school at my daughter's Montessori school. Ends up the owner-direction-sociopath had no intention of keeping me on board. She undermined every thing I did. Every day. It was horrible. I have a PhD. Pretty qualified to teach these kids. Experience teaching kids; too. End of story: Kid no longer at Montessori. Me out of a job. Evil owner just made me feel terrible.,NA,3,4,3,4,4,5,5,3,3,5,4,4,7,7,5,5,6,7,6,6,5,6,12,13,11,12,10,9,7,8,9,46,M,male,4,6,0,0,0,1,0,0,0,0,,Yes. It did not load correctly. I have no idea what your experience was. Please be sure to credit me for the HIT. Good luck with your research. ,No,0,0
R_31gcKZBEWg2wvTn,153.177.205.54,0,0,7/14/15 8:09,7/14/15 8:15,0,-1,0,0,,I took a test of Japanese proficiency.  It was quite rigorous; we were not allowed to speak to each other or look around the room.  I felt very restricted and uncomfortable.,-1,6,35,5,62,50,8,6,4,4,56,5,11,2,4,27,19,26,2,15,47,8,51,25,40,22,57,37,46,50,50,34,44,m,male,4,6,0,0,0,1,0,0,0,0,,no,,0,0
R_1DIvPhXYlKLXgri,107.15.241.102,0,0,7/14/15 7:24,7/14/15 7:30,0,1,0,0,I was a basketball coach.  I had the power over all my players and team. It was up to me to pick the team; pick the starters; etc.  I had total power over what would happen and if and when the players could play,,-1,27,80,14,90,15,67,12,14,28,17,24,23,10,100,100,47,92,100,15,100,73,100,1,6,6,90,10,10,94,92,35,37,m,male,5,5,0,0,0,1,0,0,0,0,,it was interesting to read about Pat,no,0,0
R_DCpR8YS7TRZnZPX,67.171.194.168,0,0,7/14/15 8:07,7/14/15 8:11,0,-1,0,0,,"I asked my Dad for help buying something for an upcoming job firefighting.  He was hesitant to talk about it; which usually means he's maybe not up for it.  In these situations; I have to be patient; as he is a man who doesn't like to be pressured or criticized (""Why are you not answering?"").  I always feel a little annoyed; cause he's totally allowed to say no.  All in all; it turned out fine. ",1,28,86,64,49,41,58,70,0,4,38,0,73,0,92,56,75,96,62,0,65,51,77,0,36,60,58,50,66,10,9,100,31,M,male,6,5,0,0,0,1,0,0,0,0,,Thanks.,No.,0,0
R_3fw4wT8uWBnCYOL,66.55.141.76,0,0,7/14/15 7:56,7/14/15 8:06,0,1,0,0,I was selecting a candidate to hire as a freelance writer for my project.  I was able to interview many people. /  / i felt great because I was in control of everything.  I felt good.  I was critiquing the candidates performance with regards to the ability to generate creative and useful advertising campaigns.  I had to spend a lot of time with this person too so I wanted to verify their personality was enjoyable to be around as well because if I do not like them then I do not want to work with them unless I respect them greatly.,,1,70,67,43,71,48,70,39,44,68,45,40,42,49,54,58,57,56,53,52,55,55,57,37,56,59,53,62,53,47,47,53,33,m,male,3,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_2R4hnc0YDZKkeHM,73.209.88.161,0,0,7/14/15 8:03,7/14/15 8:05,0,-1,0,0,,I was in a fight and this person beat me he had power over me.,-1,35,34,43,42,47,28,40,29,35,45,27,24,48,48,60,50,61,38,36,31,44,50,35,47,48,50,63,57,48,50,50,25,mael,male,3,5,0,0,0,1,0,0,0,0,,,,0,0
R_beGDBuY4UZqqNON,54.174.77.195,0,0,8/13/15 19:10,8/13/15 19:17,0,1,0,0,A particular incident in which I had power over other people happened when I was the judge of a debate contest.  The participants in the contest were only a few years younger than me.  I was the only judge of some rounds of the contest.  I felt somewhat intimidated while judging the contest; and I tried my best to make sure I made accurate and detailed rulings and comments during the contest.  I made sure all my handwritten notes were legible and rational for all judgements on the judging forms.  I felt excited about being a judge; but I probably would have felt more comfortable if I was part of a panel of judges instead of being the only judge in some portions of the contest.  ,,-1,0,62,0,50,29,27,1,2,0,28,26,0,0,17,92,84,16,54,0,92,79,92,0,58,10,76,65,24,76,74,42,45,Male,male,1,3,0,0,0,1,0,0,0,0,,This study was interesting.,No.,0,0
